Name,Base Salary,HRA,Tax (%),Funds,Deductions,Gross Salary,Net Salary
Employee_998,76147,12545,5,7406,3517,96098,88146.4
Employee_999,87004,5976,25,8256,2480,101236,75511.0
Employee_1000,73880,8995,10,1896,3148,84771,73335.5
Employee_1001,51410,15282,10,2129,4505,68821,57646.8
Employee_1002,69644,7509,20,3612,4871,80765,60463.4
Employee_1003,48369,19371,10,5731,3501,73471,63196.0
Employee_1004,69546,11554,5,7008,946,88108,83107.0
Employee_1005,88804,12361,15,2478,1683,103643,86785.25
Employee_1006,59355,8623,5,1838,715,69816,65702.1
Employee_1007,43630,8494,25,8186,3958,60310,43321.0
Employee_1008,92764,12916,5,2007,1209,107687,101194.0
Employee_1009,66160,7962,10,1723,4532,75845,63900.8
Employee_1010,69925,18610,5,3247,4323,91782,83032.25
Employee_1011,74895,19651,25,4855,4948,99401,70816.5
Employee_1012,81502,16147,15,5949,646,103598,88304.65
Employee_1013,57230,14253,5,3752,2170,75235,69490.85
Employee_1014,58345,7232,20,5153,638,70730,56976.6
Employee_1015,43737,5122,25,4339,1000,53198,39983.25
Employee_1016,76086,16858,20,8725,4563,101669,78517.2
Employee_1017,49881,14191,20,3994,883,68066,54368.6
Employee_1018,56542,8480,15,8526,976,73548,62818.7
Employee_1019,72250,6692,20,2876,3981,81818,62048.6
Employee_1020,63670,16726,15,2393,3806,82789,66923.6
Employee_1021,60200,7730,25,3939,1108,71869,53778.5
Employee_1022,77882,9381,10,6347,4770,93610,80113.7
Employee_1023,31203,12882,15,8104,1319,52189,44257.25
Employee_1024,43133,15250,25,4424,1187,62807,47024.25
Employee_1025,85108,13450,5,6510,585,105068,99555.1
Employee_1026,79536,15787,15,4578,2025,99901,83577.55
Employee_1027,78247,14245,15,1220,2606,93712,77232.2
Employee_1028,98079,15975,10,4646,3476,118700,103818.6
Employee_1029,88993,6661,15,2582,4796,98236,79091.9
Employee_1030,54980,9748,10,4607,1195,69335,61667.2
Employee_1031,67382,12704,15,1443,4916,81529,64600.1
Employee_1032,34715,9998,15,7940,1336,52653,44610.05
Employee_1033,79732,6556,25,1195,4833,87483,61078.0
Employee_1034,38999,5827,25,4272,2538,49098,35353.5
Employee_1035,86148,17377,15,7716,4050,111241,91662.25
Employee_1036,38357,5584,15,5270,3385,49211,39234.85
Employee_1037,53956,7622,10,8310,2813,69888,60917.2
Employee_1038,33512,19035,25,7230,2853,59777,43787.25
Employee_1039,49447,6906,15,7647,591,64000,54956.05
Employee_1040,51838,14514,20,2718,4333,69070,51466.6
Employee_1041,87362,16606,25,3339,3818,107307,77497.0
Employee_1042,63094,14192,15,5952,2469,83238,69176.1
Employee_1043,99147,6812,15,9366,3804,115325,95627.15
Employee_1044,72944,7533,20,8025,2188,88502,70218.6
Employee_1045,96597,5304,20,6823,4558,108724,83785.8
Employee_1046,60285,13264,5,5818,1291,79367,74398.55
Employee_1047,37708,17120,15,2030,1811,56858,46822.8
Employee_1048,55321,9830,20,4739,1418,69890,55441.8
Employee_1049,63966,15451,15,8322,2230,87739,73596.45
Employee_1050,39237,10919,20,5730,3948,55886,41906.8
Employee_1051,92782,8533,10,7969,3978,109284,95174.5
Employee_1052,62870,7004,15,1637,4429,71511,56600.9
Employee_1053,54448,14403,10,2829,2528,71680,62266.9
Employee_1054,56467,5991,15,5224,2135,67682,56178.3
Employee_1055,59500,15886,5,4052,2076,79438,73592.7
Employee_1056,96135,10392,15,3673,1185,110200,93035.95
Employee_1057,50876,10328,25,5612,2169,66816,49346.0
Employee_1058,85848,7374,10,8536,877,101758,91558.8
Employee_1059,85575,15278,25,9469,826,110322,84282.75
Employee_1060,40031,13769,25,4284,901,58084,43733.0
Employee_1061,91869,10452,5,5601,2690,107922,100115.95
Employee_1062,79209,17137,15,6932,4673,103278,84153.1
Employee_1063,73983,9024,5,5188,2544,88195,81500.65
Employee_1064,41572,6857,25,9104,1355,57533,44070.75
Employee_1065,66666,19434,20,3925,4842,90025,67963.0
Employee_1066,75874,12644,10,5475,3356,93993,81785.2
Employee_1067,50878,15611,15,1965,916,68454,57564.65
Employee_1068,86946,15690,5,7928,3840,110564,101592.2
Employee_1069,55696,11987,20,9503,3537,77186,60112.4
Employee_1070,67073,13109,25,4772,2334,84954,62574.5
Employee_1071,53825,15091,15,3013,3745,71929,57846.6
Employee_1072,34773,6891,5,6682,2125,48346,44137.8
Employee_1073,33028,18890,5,4742,3512,56660,50552.1
Employee_1074,57663,19135,5,8792,4801,85590,76949.1
Employee_1075,89451,10579,25,3346,2771,103376,75597.5
Employee_1076,72338,12135,10,6503,3287,90976,79241.7
Employee_1077,56699,10066,10,4911,2103,71676,62896.5
Employee_1078,79064,13804,5,9103,3315,101971,94012.6
Employee_1079,39577,6819,20,2304,4351,48700,35069.8
Employee_1080,44045,9921,15,3676,3742,57642,45805.1
Employee_1081,39677,16838,15,8550,4311,65065,52276.75
Employee_1082,87436,17512,10,2763,1966,107711,95250.2
Employee_1083,65644,7683,25,1046,3026,74373,53015.25
Employee_1084,56398,12642,20,3102,3783,72142,54551.0
Employee_1085,75454,11466,10,9655,4911,96575,82972.0
Employee_1086,39725,11538,20,7052,4569,58315,43493.4
Employee_1087,34360,5042,5,4053,4870,43455,36614.9
Employee_1088,97957,19066,25,8867,2114,125890,94520.25
Employee_1089,45110,12732,5,5961,2535,63803,58375.9
Employee_1090,57717,18971,20,6785,4476,83473,63659.4
Employee_1091,92596,5401,5,1699,4039,99696,90757.15
Employee_1092,40171,11835,10,3813,3031,55819,47587.4
Employee_1093,93597,13501,25,7891,1365,114989,86849.5
Employee_1094,65409,5677,20,6672,512,77758,63028.8
Employee_1095,51125,19704,5,6465,4781,77294,68971.55
Employee_1096,53512,14556,10,6253,3163,74321,64351.2
Employee_1097,65097,15920,25,3454,2715,84471,61501.75
Employee_1098,56040,10931,15,8859,2297,75830,63487.35
Employee_1099,38219,15624,5,5856,2115,59699,54891.85
Employee_1100,36455,12541,10,5559,2081,54555,47574.4
Employee_1101,43465,6182,5,4097,4413,53744,46848.65
Employee_1102,62442,10622,15,6784,953,79848,67935.4
Employee_1103,51405,12624,25,3030,1304,67059,49747.75
Employee_1104,98832,15912,15,4618,3559,119362,98591.4
Employee_1105,92488,18443,5,7371,2496,118302,110259.45
Employee_1106,63084,11341,20,2482,4721,76907,57301.0
Employee_1107,63185,12669,5,8725,4252,84579,76534.3
Employee_1108,42663,7167,10,2809,3113,52639,44543.0
Employee_1109,95618,10339,25,1500,1376,107457,79591.75
Employee_1110,71295,11908,25,5689,2613,88892,65478.25
Employee_1111,83743,8879,5,1352,1227,93974,88115.9
Employee_1112,31668,9506,10,6031,3668,47205,39419.6
Employee_1113,78867,10897,25,8213,3991,97977,71545.0
Employee_1114,38665,18930,5,3449,4517,61044,53647.25
Employee_1115,40170,11726,5,5422,909,57318,53814.2
Employee_1116,89840,9776,5,2150,4186,101766,92599.2
Employee_1117,93003,9814,15,3726,2846,106543,88274.45
Employee_1118,53757,15051,20,1019,3077,69827,52988.4
Employee_1119,36382,11868,25,5821,2919,54071,39089.5
Employee_1120,42071,14131,10,2160,4755,58362,47986.8
Employee_1121,40827,8445,25,6530,713,55802,42771.0
Employee_1122,56101,6412,15,8062,1669,70575,59529.05
Employee_1123,73937,13819,20,3179,3349,90935,70034.8
Employee_1124,42673,17633,20,5621,3375,65927,50490.8
Employee_1125,41427,12082,5,6114,3709,59623,53238.55
Employee_1126,33022,5719,25,4682,3630,43423,30107.75
Employee_1127,92643,15583,5,8987,4472,117213,107329.7
Employee_1128,46072,17982,25,1283,2510,65337,46813.5
Employee_1129,44308,5208,10,3651,1928,53167,46287.4
Employee_1130,41235,16088,10,9352,1523,66675,59419.7
Employee_1131,98961,8776,10,8765,4002,116502,101726.3
Employee_1132,54145,15464,10,2660,4080,72269,61228.1
Employee_1133,88305,15014,5,5104,4716,108423,98541.05
Employee_1134,36915,5131,25,7421,2401,49467,36554.5
Employee_1135,79103,6069,20,6057,4177,91229,70017.6
Employee_1136,34513,16639,10,2224,755,53376,47505.8
Employee_1137,91620,14748,25,7758,2157,114126,85377.0
Employee_1138,49055,18040,25,6153,1137,73248,55337.25
Employee_1139,34158,10223,20,3662,2571,48043,36595.8
Employee_1140,90363,19681,25,8070,1890,118114,88713.0
Employee_1141,68336,12736,15,9395,1005,90467,77301.2
Employee_1142,98654,17666,10,9401,3536,125721,110553.0
Employee_1143,89639,16070,10,3178,1353,108887,96963.1
Employee_1144,97900,13879,15,8329,3137,120108,100204.15
Employee_1145,79393,8223,10,5713,2704,93329,81863.4
Employee_1146,69726,15874,20,3696,2192,89296,69984.0
Employee_1147,31084,19377,5,6497,2171,56958,52263.95
Employee_1148,94652,19112,25,1563,3541,115327,83345.0
Employee_1149,62595,10268,5,8085,4655,80948,72649.85
Employee_1150,87392,12742,5,5131,3144,105265,97114.3
Employee_1151,48739,8150,10,9502,2043,66391,58659.1
Employee_1152,46565,12305,10,4276,2546,63146,54713.0
Employee_1153,90719,8717,15,1620,4162,101056,81978.6
Employee_1154,46486,11707,25,9336,974,67529,52006.75
Employee_1155,72662,14348,15,1994,661,89004,75291.5
Employee_1156,37191,10395,20,1308,3809,48894,35567.8
Employee_1157,78976,19612,10,6328,2204,104916,92853.2
Employee_1158,96523,17637,10,1242,874,115402,103112.0
Employee_1159,36204,11249,20,8925,1901,56378,44986.4
Employee_1160,62381,19938,25,9345,2275,91664,68809.25
Employee_1161,43032,8962,5,2441,1096,54435,50739.3
Employee_1162,46878,12074,15,4973,3992,63925,51090.2
Employee_1163,73220,8721,20,3069,618,85010,68003.8
Employee_1164,67592,14249,10,3272,2970,85113,73958.9
Employee_1165,71944,12577,25,9329,632,93850,72087.75
Employee_1166,43348,18169,5,7404,1596,68921,64249.15
Employee_1167,69086,10361,5,9402,1545,88849,83331.65
Employee_1168,43909,18237,20,2638,4770,64784,47584.8
Employee_1169,64633,6812,15,2751,4866,74196,58613.25
Employee_1170,32745,13542,20,1605,1058,47892,37576.6
Employee_1171,94699,18474,20,1403,4438,114576,87503.4
Employee_1172,66561,17983,10,2387,4345,86931,74131.6
Employee_1173,98544,8969,20,3372,2917,110885,86465.4
Employee_1174,69581,6559,20,5885,4493,82025,62304.0
Employee_1175,59077,14360,20,6616,830,80053,64535.6
Employee_1176,54074,12249,25,7633,2146,73956,55229.25
Employee_1177,33379,19182,20,4076,595,56637,45529.8
Employee_1178,52567,17265,10,9367,3003,79199,69212.8
Employee_1179,46203,19778,25,8878,2740,74859,55623.75
Employee_1180,94104,19916,25,1326,645,115346,86196.0
Employee_1181,64908,10636,5,5612,3879,81156,73499.8
Employee_1182,89828,15290,25,3522,3473,108640,78887.5
Employee_1183,40189,11874,10,9597,3085,61660,53368.7
Employee_1184,67756,11031,10,8388,4408,87175,74888.3
Employee_1185,71534,7349,25,1927,4499,80810,56590.25
Employee_1186,79185,17781,5,9583,3455,106549,98245.7
Employee_1187,68809,11694,5,2588,3362,83091,75703.85
Employee_1188,81064,8837,10,8189,2715,98090,86384.9
Employee_1189,86411,14509,20,2389,4260,103309,78865.0
Employee_1190,54088,19118,20,4313,3186,77519,59691.8
Employee_1191,71634,18495,5,8535,1953,98664,92204.55
Employee_1192,43160,14362,20,5090,591,62612,50516.6
Employee_1193,65521,11819,15,3020,711,80360,68048.0
Employee_1194,48278,8301,5,3371,3948,59950,53173.05
Employee_1195,77146,18578,20,1790,1500,97514,76869.2
Employee_1196,36566,12901,5,1545,2392,51012,46146.65
Employee_1197,31070,15131,15,3355,1734,49556,40891.85
Employee_1198,39370,7265,15,7263,4336,53898,42566.75
Employee_1199,99126,9879,25,4219,4388,113224,81584.75
Employee_1200,35688,5372,5,3094,2303,44154,39798.0
Employee_1201,84169,19723,5,9382,4560,113274,103519.4
Employee_1202,72386,16351,10,2510,2127,91247,80246.3
Employee_1203,98160,6784,10,3961,3684,108905,94726.6
Employee_1204,61921,18686,15,8020,3152,88627,73383.95
Employee_1205,89705,9160,25,9126,3302,107991,79972.75
Employee_1206,57470,13108,15,9599,3008,80177,66582.3
Employee_1207,73816,9972,10,8021,2093,91809,81337.2
Employee_1208,34534,7880,5,3704,3504,46118,40493.3
Employee_1209,90475,11999,20,7526,591,110000,88914.2
Employee_1210,55667,7276,5,9455,4915,72398,64335.85
Employee_1211,49022,12307,25,6282,1041,67611,51237.75
Employee_1212,54247,7486,5,1554,4550,63287,55650.35
Employee_1213,80964,5096,25,4288,1672,90348,67161.0
Employee_1214,92817,6408,5,2448,2045,101673,94666.75
Employee_1215,49990,13870,25,8030,845,71890,55080.0
Employee_1216,38161,6000,5,8976,2741,53137,48187.95
Employee_1217,89240,8997,10,7360,778,105597,94995.3
Employee_1218,47461,6430,25,1981,2790,55872,39609.25
Employee_1219,33671,11418,15,3158,3870,48247,37613.65
Employee_1220,46382,7743,20,6390,2550,60515,47140.0
Employee_1221,35279,5403,15,4637,1501,45319,37715.7
Employee_1222,99982,6439,20,4748,4320,111169,85564.8
Employee_1223,65316,19625,15,7556,3711,92497,76044.85
Employee_1224,62444,5022,10,6780,4395,74246,63104.4
Employee_1225,32280,9781,10,4927,1061,46988,41720.9
Employee_1226,39848,5131,15,5432,1239,50411,42425.15
Employee_1227,72116,10757,15,4514,4408,87387,70548.05
Employee_1228,85898,16481,5,2952,1335,105331,98877.05
Employee_1229,58585,15470,15,4250,3630,78305,63566.75
Employee_1230,66677,5713,20,5604,1269,77994,62247.0
Employee_1231,84876,19307,15,7019,3050,111202,92524.55
Employee_1232,96539,6502,20,8521,3994,111562,86959.8
Employee_1233,92392,10441,10,9626,3769,112459,98406.7
Employee_1234,84748,16619,5,1362,2120,102729,95540.65
Employee_1235,52874,9373,10,4783,2061,67030,58744.3
Employee_1236,43126,8087,25,5170,4400,56383,39179.75
Employee_1237,51778,6006,15,9926,896,67710,58146.4
Employee_1238,72664,13211,20,2688,1763,88563,69625.0
Employee_1239,56067,9988,5,4562,3357,70617,63957.25
Employee_1240,75288,12123,20,8954,3775,96365,75107.8
Employee_1241,98907,17662,10,9951,2458,126520,112405.1
Employee_1242,66648,6144,5,9819,4114,82611,74857.4
Employee_1243,74938,13374,10,4071,1580,92383,81971.8
Employee_1244,60531,5668,25,1399,2548,67598,48500.25
Employee_1245,68372,14561,10,2550,1413,85483,75776.7
Employee_1246,91992,11549,5,6378,1874,109919,102867.95
Employee_1247,56874,9188,20,4835,4821,70897,52863.6
Employee_1248,69877,17556,25,9010,4348,96443,70236.75
Employee_1249,31621,6935,15,5923,2387,44479,36308.6
Employee_1250,45616,16003,25,4150,3677,65769,46687.25
Employee_1251,45405,12625,5,1512,1617,59542,55023.5
Employee_1252,96659,18368,10,8791,3405,123818,108910.3
Employee_1253,33280,17959,10,3972,2390,55211,47697.1
Employee_1254,73825,16396,25,9450,2960,99671,74155.75
Employee_1255,32152,18759,5,4118,1205,55029,51278.45
Employee_1256,90875,9525,15,3907,3831,104307,85416.0
Employee_1257,38999,7241,5,6647,2258,52887,48317.0
Employee_1258,31782,8099,5,8481,2303,48362,44064.95
Employee_1259,66585,7569,15,8821,4739,82975,67112.9
Employee_1260,36476,15514,20,7958,4777,59948,44773.0
Employee_1261,70185,11997,20,7638,3640,89820,69743.6
Employee_1262,75218,6211,5,6561,4935,87990,78983.55
Employee_1263,38035,13091,20,6681,695,57807,46886.8
Employee_1264,35017,18529,20,1035,3987,54581,39884.8
Employee_1265,57369,12368,15,8655,4488,78392,63443.45
Employee_1266,41619,15161,25,3978,4520,60758,42043.0
Employee_1267,33683,7653,25,5078,4750,46414,31330.0
Employee_1268,95532,17444,25,6207,703,119183,90236.0
Employee_1269,36723,10367,10,7451,2820,54541,47012.0
Employee_1270,95381,19647,25,5566,1396,120594,90441.0
Employee_1271,81601,13836,15,5695,3163,101132,83653.45
Employee_1272,86558,14674,5,2661,4452,103893,94379.4
Employee_1273,48295,10310,5,9980,1967,68585,63687.75
Employee_1274,52249,19948,20,7032,2437,79229,62352.6
Employee_1275,39017,12795,25,4171,2720,55983,40310.0
Employee_1276,89186,6011,15,7269,1888,102466,86298.45
Employee_1277,62530,16698,10,8624,4454,87852,75475.2
Employee_1278,59478,19292,20,5350,1261,84120,67105.0
Employee_1279,57216,6573,10,7919,2083,71708,63246.1
Employee_1280,63600,11905,15,7350,4395,82855,67134.25
Employee_1281,65978,5727,10,7077,3213,78782,68398.5
Employee_1282,43572,19874,20,9113,2110,72559,57759.8
Employee_1283,52240,14803,25,3891,4629,70934,49544.25
Employee_1284,81644,5785,10,8527,1552,95956,85661.1
Employee_1285,68782,16460,5,5603,4830,90845,81752.9
Employee_1286,71682,19538,25,6525,2887,97745,72053.0
Employee_1287,98412,5816,20,7662,2341,111890,88703.4
Employee_1288,91187,8176,15,3930,3954,103293,84434.55
Employee_1289,36360,15571,5,3391,3499,55322,49226.45
Employee_1290,76187,19086,15,4658,4498,99931,81142.05
Employee_1291,55742,19651,10,1768,536,77161,69085.7
Employee_1292,92337,10344,25,8079,1235,110760,83854.75
Employee_1293,78584,7838,25,6749,4947,93171,66618.5
Employee_1294,43102,18809,25,8390,1465,70301,53358.25
Employee_1295,81663,10675,15,9104,1623,101442,85968.3
Employee_1296,81068,12582,5,2465,897,96115,90535.5
Employee_1297,92192,7050,20,4058,1621,103300,81830.6
Employee_1298,56010,14189,5,2495,4105,72694,65079.05
Employee_1299,42142,18172,10,5406,4629,65720,55059.6
Employee_1300,70124,6668,20,1171,4751,77963,57853.6
Employee_1301,52260,19267,20,2658,988,74185,58891.6
Employee_1302,70996,9736,5,3320,2433,84052,77582.4
Employee_1303,85109,14041,15,1300,912,100450,84665.5
Employee_1304,88709,9190,25,5598,4648,103497,74374.25
Employee_1305,46828,16442,25,2820,1547,66090,48725.5
Employee_1306,35188,18221,5,8997,1649,62406,58086.55
Employee_1307,66300,13381,5,1144,4780,80825,72060.95
Employee_1308,82846,19834,20,4989,3289,107669,83844.0
Employee_1309,60465,19426,10,9750,797,89641,80854.9
Employee_1310,82923,9440,15,6230,1904,98593,82834.55
Employee_1311,81828,17939,20,1495,1245,101262,80063.6
Employee_1312,89166,12393,10,4943,1185,106502,95161.1
Employee_1313,56641,19374,5,7007,1564,83022,77657.25
Employee_1314,75792,19948,20,2017,1168,97757,77441.0
Employee_1315,70862,14502,5,2320,3135,87684,80280.8
Employee_1316,36088,11318,15,2129,1741,49535,40683.1
Employee_1317,94691,7219,5,9222,1241,111132,104795.5
Employee_1318,81295,7140,20,1559,4720,89994,67587.0
Employee_1319,69346,7174,10,6933,1833,83453,73968.0
Employee_1320,52220,14601,20,5472,2169,72293,56759.8
Employee_1321,88150,14961,15,5977,1976,109088,91645.35
Employee_1322,91454,10677,25,1360,4465,103491,73493.25
Employee_1323,38382,12972,10,8088,2246,59442,52060.6
Employee_1324,80380,6301,15,3095,4892,89776,71881.85
Employee_1325,97545,9612,25,7721,3504,114878,84584.75
Employee_1326,39309,17969,20,5604,1776,62882,49650.4
Employee_1327,42652,16153,15,9950,4347,68755,55587.25
Employee_1328,64790,6087,20,4905,2547,75782,59059.6
Employee_1329,49504,18121,15,6483,3299,74108,60665.25
Employee_1330,33758,11740,25,7897,1214,53395,40806.5
Employee_1331,43114,16091,10,8979,4937,68184,57326.5
Employee_1332,97522,15746,25,6456,1847,119724,89560.0
Employee_1333,84631,15393,5,3029,2768,103053,95283.8
Employee_1334,65898,13649,5,4741,3807,84288,76503.65
Employee_1335,93690,9823,15,4338,4110,107851,88214.05
Employee_1336,94102,13437,25,8850,2091,116389,87413.25
Employee_1337,83067,16058,10,1516,3605,100641,87123.5
Employee_1338,86391,15414,25,6168,1916,107973,80605.75
Employee_1339,76682,12284,25,3289,1699,92255,68314.5
Employee_1340,46451,5736,5,2736,820,54923,51493.65
Employee_1341,70941,14074,10,3689,2390,88704,77812.5
Employee_1342,75308,6690,5,1525,1215,83523,78208.1
Employee_1343,90382,7256,20,7712,669,105350,85153.4
Employee_1344,32126,10307,10,8209,1348,50642,45050.7
Employee_1345,77974,19707,25,6935,650,104616,79545.75
Employee_1346,81808,12383,15,4554,3950,98745,80666.35
Employee_1347,70454,17564,5,4496,3622,92514,84491.1
Employee_1348,44156,18663,10,4011,4595,66830,55953.1
Employee_1349,78717,16954,5,8874,2124,104545,97637.45
Employee_1350,69475,15231,10,5218,1010,89924,80443.4
Employee_1351,63270,13921,25,7902,2787,85093,63008.25
Employee_1352,60520,9071,15,2787,2906,72378,59033.35
Employee_1353,56598,5870,10,5044,2729,67512,58536.2
Employee_1354,44064,19740,10,1924,2487,65728,56860.6
Employee_1355,77792,11585,5,6406,1680,95783,89634.15
Employee_1356,65637,17451,10,8188,2940,91276,80027.2
Employee_1357,50999,16677,15,2962,677,70638,59809.6
Employee_1358,37890,17197,20,1728,4508,56815,41289.6
Employee_1359,66297,18277,25,5054,2594,89628,65890.5
Employee_1360,59839,13009,5,9321,4560,82169,73966.6
Employee_1361,42978,16555,15,1801,4454,61334,47950.05
Employee_1362,65547,19436,5,5266,4134,90249,81865.85
Employee_1363,35588,5635,20,4544,1693,45767,35829.4
Employee_1364,45138,14869,10,3806,3037,63813,54775.3
Employee_1365,70340,13215,15,3186,1414,86741,72793.75
Employee_1366,68490,17577,10,5291,2619,91358,80132.3
Employee_1367,92000,7759,25,5396,686,105155,79529.25
Employee_1368,87678,6710,20,1072,2274,95460,74308.4
Employee_1369,40999,10678,5,1394,4635,53071,45852.15
Employee_1370,34979,14623,20,7831,1384,57433,46128.6
Employee_1371,94891,13127,5,2556,4219,110574,100954.1
Employee_1372,60524,5006,25,7771,4546,73301,52372.5
Employee_1373,94241,5263,15,1535,2675,101039,83438.4
Employee_1374,82464,8115,10,3629,629,94208,84521.1
Employee_1375,35349,8158,25,7337,2933,50844,37034.25
Employee_1376,72597,8917,10,6656,963,88170,79055.6
Employee_1377,36774,19834,5,6320,1943,62928,58154.6
Employee_1378,32528,6400,5,5122,3411,44050,38692.6
Employee_1379,40472,16432,5,4282,2504,61186,55836.8
Employee_1380,83002,19847,20,9270,2917,112119,88632.2
Employee_1381,30747,15085,10,5588,1058,51420,45778.8
Employee_1382,99460,9434,20,2939,3156,111833,86898.2
Employee_1383,99504,16573,20,7865,2107,123942,98619.6
Employee_1384,70564,6868,15,5717,4686,83149,66848.2
Employee_1385,34736,19640,5,3240,4630,57616,50267.2
Employee_1386,63103,14311,20,7310,3853,84724,65388.2
Employee_1387,79710,17232,10,6000,4796,102942,88451.8
Employee_1388,38868,18790,25,8238,4197,65896,47284.5
Employee_1389,42655,5229,15,1900,3369,49784,39232.4
Employee_1390,52590,15367,15,8293,1947,76250,64109.45
Employee_1391,43762,9403,15,2754,3196,55919,44748.25
Employee_1392,66080,11864,20,5859,3868,83803,64346.2
Employee_1393,72379,15534,15,6478,1358,94391,79846.05
Employee_1394,58640,12222,25,7509,4922,78371,55733.5
Employee_1395,36245,18242,15,8303,1895,62790,52721.95
Employee_1396,99063,19260,5,4522,2348,122845,114580.85
Employee_1397,39829,18185,10,1226,1214,59240,52224.6
Employee_1398,87639,14419,25,8334,1981,110392,82896.5
Employee_1399,74766,9404,10,1493,1027,85663,76219.0
Employee_1400,51091,8463,25,1636,1074,61190,45227.5
Employee_1401,73653,9371,5,7837,1844,90861,84865.8
Employee_1402,50042,15286,5,7309,810,72637,68560.6
Employee_1403,62130,18781,20,1544,2957,82455,63315.8
Employee_1404,98929,9062,10,7869,4190,115860,100870.9
Employee_1405,98506,14720,25,5099,1579,118325,88439.5
Employee_1406,65609,10279,20,8964,2131,84852,67543.4
Employee_1407,94236,6118,20,5940,4281,106294,81942.2
Employee_1408,45498,11050,20,9612,3124,66160,51726.4
Employee_1409,79946,10635,5,3868,1165,94449,88754.95
Employee_1410,30289,10739,5,8495,1833,49523,45638.6
Employee_1411,31128,9952,15,9114,4587,50194,39445.0
Employee_1412,66193,19241,10,5661,3016,91095,79535.6
Employee_1413,48025,12601,20,9526,3655,70152,54371.8
Employee_1414,63046,11677,25,7133,830,81856,62345.25
Employee_1415,95352,15728,15,9250,824,120330,102844.0
Employee_1416,48729,5829,15,7539,1709,62097,52204.3
Employee_1417,92799,12618,15,5927,3435,111344,92096.45
Employee_1418,80241,10612,15,2830,2992,93683,77063.05
Employee_1419,52292,16260,10,3499,2882,72051,62313.8
Employee_1420,72158,13137,25,4166,3843,89461,64294.25
Employee_1421,32129,15593,5,4567,4657,52289,45245.9
Employee_1422,96212,11694,15,4139,4272,112045,91587.1
Employee_1423,40153,18142,25,9149,2101,67444,50769.25
Employee_1424,80161,7352,5,6215,1243,93728,88109.35
Employee_1425,71262,19601,5,6009,3408,96872,88920.85
Employee_1426,38242,10904,10,6221,4700,55367,45752.4
Employee_1427,41488,8764,20,2476,3679,52728,38998.6
Employee_1428,53791,17109,10,5762,2419,76662,67153.0
Employee_1429,39715,13525,20,5995,3520,59235,45067.0
Employee_1430,57019,19882,5,3637,1556,80538,75136.95
Employee_1431,73827,6844,15,4364,2271,85035,70663.35
Employee_1432,90450,11257,20,5067,2264,106774,84168.6
Employee_1433,49281,17315,25,8593,3900,75189,54640.0
Employee_1434,88927,18556,10,5945,2554,113428,100125.7
Employee_1435,54026,9007,5,9149,1712,72182,67318.35
Employee_1436,61367,8175,20,5483,3578,75025,57538.6
Employee_1437,58672,15600,25,5792,4099,80064,57397.0
Employee_1438,77317,6922,25,2306,1025,86545,64460.25
Employee_1439,81821,15320,5,3452,1363,100593,94372.95
Employee_1440,31856,8273,25,7432,2218,47561,35310.75
Employee_1441,53638,11024,15,8022,4949,72684,58035.7
Employee_1442,76351,16068,20,8507,4138,100926,78304.2
Employee_1443,48668,19008,15,2854,1983,70530,58395.6
Employee_1444,61936,11197,10,1846,1952,74979,65713.7
Employee_1445,66939,16222,20,4553,1253,87714,69828.8
Employee_1446,98595,18711,20,4645,4742,121951,93747.8
Employee_1447,92406,19669,20,5599,2159,117674,93100.0
Employee_1448,79321,10017,10,8809,4912,98147,84301.2
Employee_1449,78680,15499,10,8124,1311,102303,91574.1
Employee_1450,84246,13983,20,1640,2645,99869,77578.2
Employee_1451,39930,18956,20,5345,4733,64231,47720.8
Employee_1452,45959,10146,20,8515,4843,64620,48556.0
Employee_1453,52725,14756,5,6830,3349,74311,67587.95
Employee_1454,42009,19626,5,9240,3400,70875,64393.25
Employee_1455,78183,13775,25,3922,938,95880,71952.5
Employee_1456,80659,6139,5,7538,1148,94336,88848.1
Employee_1457,59113,8603,10,5603,1340,73319,65207.4
Employee_1458,59134,19327,15,5261,557,83722,71395.85
Employee_1459,30556,18747,25,8929,1023,58232,44883.25
Employee_1460,55007,10208,5,2635,2649,67850,61940.25
Employee_1461,43261,6879,5,8236,894,58376,54975.0
Employee_1462,56712,6543,20,4200,4691,67455,50113.0
Employee_1463,83880,13189,10,6840,2172,103909,92030.1
Employee_1464,65082,10194,10,3802,1164,79078,70386.4
Employee_1465,76800,15197,5,4476,2326,96473,89547.15
Employee_1466,34826,7419,5,3008,1804,45253,41336.75
Employee_1467,64104,15242,25,1617,1907,80963,59219.5
Employee_1468,65350,8171,5,6018,4209,79539,71653.95
Employee_1469,42014,18451,10,5969,4845,66434,55542.5
Employee_1470,99028,17029,25,7123,1741,123180,92424.75
Employee_1471,93667,5917,15,6455,4445,106039,86656.4
Employee_1472,78019,15302,5,1613,1924,94934,88343.95
Employee_1473,66265,10120,25,7600,1414,83985,63474.75
Employee_1474,82082,15587,20,4160,1085,101829,81210.2
Employee_1475,62567,18586,25,9833,1384,90986,69313.75
Employee_1476,44872,14689,15,1073,3461,60634,48238.85
Employee_1477,96887,11545,20,2834,4601,111266,84978.6
Employee_1478,39239,15046,20,4783,4824,59068,43387.0
Employee_1479,30130,5227,5,8972,1540,44329,41021.15
Employee_1480,85919,20000,15,2229,3647,108148,88613.15
